comment_text	hdb_labels
A democracy that legitimises the death penalty is uncivilised. It is not a democracy. It is a dictatorship. Trump is the leader of the anti-Democrats.	-1
The United States of America is a kleptocracy and a plutocracy. There are antichrists like Steve Bennon and Donald Trump and the evangelicals. See Rosemary's Baby.	-1
You shouldn't elect a German president.	-1
the sleepy Donald.	-1
Donald Trump doesn't have a good nursery. His ancestors were dubious Germans.	-1
Donald Trump's grandfather was a pimp.	-1
i mean the chinease virus, but the problem is, Americans can't german. A propos, Trump's grandfather was German and died of the American virus after perhaps four weeks. He also ran brothels.	-1
I love that virtue signalling smile Joe Biden and Harris crack when they are being exposed	-1
i miss obama best president since abraham Lincoln	-1
Trump is not even close to perfect but still miles better than senile, corrupt Joe. Biden is a fraud and a pathological liar.	-1
"Joe biden: Well-
Trump: Im gonna stop you right there"	-1
Lol trumps hand gestures	-1
"Thanks God 
Donald T. is no longer president of America. He is the worst leader of the World. All the problem you see now is because of his arrogant. He is big liar, doesn’t know what he is talking about, doesn’t respect other cultures, very racist person."	-1
trump was trying to save u fuck heads	-1
youll show	-1
ug	-1
I'm so excited to see biden president next week!!!!!	-1
Trump says the things you’re not supposed to say out loud in politics. God Bless this True American Patriot. 🇺🇸	-1
Donald's votes overall a rewin	-1
"DUDE THIS IS BETTER




https://youtu.be/T_X2Xz_RmHY"	-1
DIFFRENCE BETWEEN A GOOD PRESIDENT AND A LAUGHING STOCK DEMENTIA	-1
"Can’t you see it? 
Don’t look at the cover 
But joe looks scary 
I don’t even like trump but this is weird!!"	-1
Im laughing at Biden's reactions when trump talks, especially that part where trump starts talking about biden being in a basement	-1
Trump failed in speech as well as debate classes.. I guess someone took his SAT scores for him like many elite rich celebrity kids	-1
**221-01-14  1237  i HOPE BIDEN & PRES TRUMP READS THIS: iF BIDEN & PRES TRUMP WERE TO DROP THEIR PRIDE AND WORK OOUT THEIR DIFERENCES, I AM VERY SURE THE TWO OF THEM COULD PUT TOGETHER A PACKAGE TO DECREASE TAXES, GET THIS COUNTRY OUT OF DEBT AND SUPPLY $2,000 STIMULUS TO ALL THOSE WHO MAKE LESS THAT $45,000 PER YEAR.**	-1
Biden wasnt arguing ... Trump. Kept arguing, interfering, blaming the moderator , etc.. ok	-1
Alxxabs isnrcsur sidc hdgz ueur hehe uslf tsue	-1
Kc if ixmn.   😋😙🤗😚🤓	-1
Where’s the flag?	-1
Im not american but…………but the recent Day whats happening si exciting !!! ( And f… Donald trump of course ! )	-1
i couldn’t care less about who won but the bias against trump is annoying. Cuts trump off almost everytime he speaks and barely cuts biden off and this is coming from a left libertarian	-1
"In 1941 Shoghi Effendi (The Guardian of the Baha’i’ Faith) castigated the prevalent trends of society in no uncertain terms: 
“Although Europe was the cradle of a ""godless"", a ""highly-vaunted yet lamentably defective civilization"",	
the foremost protagonist of that civilization was now the United States and that, in that country, at the present time, its manifestations had led to a degree of unbridled materialism which now presented a danger to the entire world.”"	-1
why is no one talking about the fact that trump isn't answering any questions or responding to what joe or the lady said lol	-1
Trump is really not good in debate	-1
Please lit green light to face and i give you money (bribe), my little asshole lightman. Lightman doe's not diserve minimum wage. That sick artist do green lit people in purpuse to do harm.	-1
I was looking for a job and stuck here with popcorn🍿	-1
I don't trust whatever BIDEN says. He seems very skeptical	-1
jOe BIDeN lIVeS iN hIs BaSeMeNt 33:42 - 35:35	-1
1:28:31	216
He used a pandemic to get elected	-1
biden was getting interrupted by trump so much, and biden has a speech problem, but speaks way better LMAO	-1
e wiwa Trump...	-1
If you listen carefully, there is a lot of reframing here by Donald.  He seems to deflect the questions to him back at Joe.	-1
Is anyone else coming back here in mid to late January 2021 and wondering how in God's name the country is still in one piece (besides the thousands dead of Covid) after the past four years, particularly last year?	-1
witnessing history	-1
Trump protected children from overseas sales by building high fences between sellers of children, (human organs, contraband) and America	-1
"Biden is simply a decoy. Democrats already published that if Biden is President he wouldn't serve the full term. A premeditated assault against him.

A renewed Trump Presidency is the best thing that could ever happen for Biden and America, and it's actually legal."	-1
WATCH   : https://www.youtube.com/watch?v=dQw4w9WgXcQ	165
IMPORTANT    : https://www.youtube.com/watch?v=dQw4w9WgXcQ	165
1:41:28 to 1:42:35 best moment in this debate. Trump2021!!!!	-1
Wait a minute 46:45 where's Russia been?	-1
Biden won’t hold China accountable for causing covid n yt still voted for him!!	-1
"1:01:38
Joe: Tax payers money
Trump: Its what?
Joe:Tax payers-
Trump: ITS CALLED *C H I N A*"	-1
1:11:30 i- why is trump uh green?	-1
The delicate valley ontogenically claim because softball actually imagine plus a spurious form. overjoyed, descriptive attic	-1
32:18 moderator's way too enthusiastic	-1
The amount of lies and BS from Trump is was made him a 1-term loser...it’s on full display here.	-1
The moment that I stopped believing in the New World Order. Yeah, this definitely is not planned by Illuminatis.	-1
We miss you Mr. Trump.  Joe Biden has been in politics for almost 50 years now.  He got rich from being in politics.  His family got rich from politics.  It is a very sad day for America.	-1
47:00	216
Bullshit	-1
If we created an actual academy for jedi to fight as civilian heros in this country to clean the filth and disgust from the people well trained honorable fighting men I'd tottaly join just to become an american hero an academy to teach some of the coolest tricks on the planet that would be so cool clean strong powerful american jedi wow I'd blush entirely! This would make are country so clean smarter and stronger! I'd live there and study hard where finally sword dueling with new age technology wooooh there are a lot of american fighters who would love to be a hero	-1
DEMOCRATS ARE LIARS! Sensless Basterds ready to suit an agenda	-1
Fuck sleepy Joe and he should be in his basement!!	-1
"47:41 'THEY'RE INTERFEIRING WITH AMERICAN SOVEREIGNTY.' ??

What about The United States interfeiring with the sovereignty of countless countries in the Middle-East over the past 20-30 years? How can you not acknowledge that? When it happens to America, it's a big deal. When America does it to other nations, they can get away with it because they are seen as the policeman of the world. This is unconstitutional.

I actually think Trump is a bigger supporter of the constitution. The way he talks about bussinesses going bankrupt and the fact that you can't close down the entire country. He's right. You must advise the American people to protect the elderly and the people with a weak immune-system. You do this by not visiting your grandparents or let's say your friend who has breathing problems. But you cannot shut down an entire economy. Biden constantly says he'll take care of these dying bussinesses but he never says how. Where is the money going to come from? Handing out subsidies sounds simple but it's not right. This usually results to the Federal Government counterfitting money, the value of the dollar goes down and inflation goes up. Eventually the middle class will suffer people lose their jobs and houses. The media is constantly slagging of Trump, but he never urged his supporters to storm the capitol. Biden constantly supported the chaos caused by BLM when bussinesses were burnt down, shops were looted and countless of people were killed. Yet the media doesn't slate him for this. We live in a society were whatever the mainstream media tells you, you have to believe it. You are not entitled to have your own opinion anymore or you get called a racist or an idiot. There are a lot of problems in America and I honestly think the media is making Trump sound worse than he actually is."	-1
i'm  watching in 2021 and Trump said he will get out a vacsen by the end of the year  and he did he got 2	-1
super trump evil joe Biden😂🤣	-1
Smile his butt off Biden	-1
Donald Trump is always right. Biden will never be president. He was caught	-1
41 min mark not all of u teacher will.die c'mon man	-1
"you really can't blame biden for laughing when trump says he might have done more for black people the Lincoln
the absolute narcissism of this guy"	-1
URGENT! THE TRUTH ABOUT COVID 19: https://michaelgchandler34blog.wordpress.com/	147
it's crazy how people overlooked what trump said about his son having covid. not only is that not how the virus works but you don't need to show symptoms to spread the virus. this is not only a massive lie but an extreamly dangerous one, thousands of americans have died because this fool refuses to take this outbreak seriously. this is why trump isn't getting a second term. not because of any fraud or media but because he let the American people down and it was all of us who has suffered.	-1
1:53:10 haha ☠️ why would you do that? Biased much?	-1
1:49:50 my fav part. Biden is a Chinese puppet. If you x-rayed him you’d see a hand up his ass making him talk. I hope people see it before it’s too late	-1
Still waiting for that answer to who built the cages. Lmfao it’s so easy to see through	-1
Trump started off as orange, to pink, to green and pink, to pink again, the to his natural color ✨orange✨	-1
Joe, Biden tem que ser preso na cadeia e não será solto mais não gostei do vídeo pode denunciar esse vídeo pode excluir esse vídeo e não faça mais esse vídeo de Novo,	-1
"Biden: ""I don't need your vote, but I will need your support""
Biden: ""We have assembled, I think, the most comprehensive voter fraud organization ever.""
There was no election, Biden said so."	-1
နီတို့ငါးရင္ ငါ့ကို မပတ္သက္ေစနဲ့ စကာျပန္အဂၤလစ္  ငါ့လက္တစ္ေခ်ာင္းသာ ထုပ္ယူရေလး ေနာက္ ညစ့္။	11
fuck you Biden	333
Bravo Donald tramp	-1
Biden totally wore his mask to “look better” to the people	263
"Trump like 
Joe comment"	-1
bored, wanted to watch Trump tear this fool apart again	-1
we want Bidens head!	-1
The joe Biden to win	-1
Aa a canadain I find this hallirus. The lady did a terrible job, she barely let Trump talk and appraised the Pedo. Trump is NOT a racist HE PULLED ALL MILITARY OUT OF WAR BIDEN IS A CHILD TOUCHERcough cough,	-1
C’mon man... lol 😂 Joe please change the record lol 😂 Love you Donald J Trump❤️	-1
Who is Joe Biden???	-1
MAGA terrorists just stormed the Capitol and launched an insurrection against our country. Lock Traitor Trump up immediately!	-1
Hunter is under investigation about china. LoL	-1
“If we wear a mask we will save a 100.000 lives	-1
Who’s here for the comments	-1
trump win or lose he is the best in the world	-1
"That was a good day for Biden

That day he was without a diaper for the most part"	-1
Lol so many sheep in the comments supporting Biden	-1
"Trump on corona: "" It will go a way"""	-1
I feel really sorry for Kristen	-1
38:18 He says he will shut down the virus and not the country yet wants to have us on lockdown for 100 days	-1
1:38:28 Biden called Trump Abraham Lincoln 😂	-1
kamalas gonna kill joe  in 1 1/2 years but it will be ruled as a natural cause of death watch...	-1
THE MANCHURIAN CANDIDATE. THE MANCHURIAN CANDIDATE. THE MANCHURIAN CANDIDATE. THE MANCHURIAN CANDIDATE.        THE MANCHURIAN CANDIDATE. THE MANCHURIAN CANDIDATE. THE MANCHURIAN CANDIDATE.	-1
trump is the dumbest fuckwit that has ever lived,	-1
Through #freak_geniuss on ig I was able to access my fiancé Acct without he’s noticed wow this awesome 🥰	-1
.—.	11
That poor moderater she’s just trying to do her job	-1
THIRTEEN DAYS UNTIL JOE BIDEN IS INAUGURATED AS THE FORTY SIXTH PRESIDENT OF THE UNITED STATES OF AMERICA!!!!!!!!!!!!!!!!!!!!!!!!!!...	-1
US and korea as well,  democratic party = electoral fraud party	-1
アメリカを中国にしたい願望は捨て移住されたらどうでしょうか？	12
United States, just attacked the United States	-1
As an Independent leaning conservative I take Biden's side on most of what he says. Yes it's funny as hell but on a serious side Trump sounds very uneducated talking about Joe Biden locking himself in his basement lmao.	-1
We need trump out of office. Especially today. Especially today.	-1
Who is here after seeing the capitol invasion???🙋‍♂️🙋‍♂️🙋‍♂️🙋‍♂️🙋‍♂️🙋‍♂️🙋‍♂️.	-1
True fact Trump lies more than Joe	-1
who built the cages?	61
Biden sides with China. Trump is pro dissolving this relationship, what with so many Chinese rooted within the government. So, you are saying China are America's friends? Take a look at how China operates within their own grounds. It's fake communism with their leader abusing power. Sure, all leaders want their countries to be on top but censoring people in favour of advancing their vision is not something that they should be applauded for, let alone having it be accepted. Trump demanded a re-vote in counts which is fucking perfect, when has this been done before? Questioning corruption I mean. I am from Greece, this does not affect me in a lot of ways but mentally. Hopefully people here will take matters into their own hands and at least question our leaders, which btw, are beyond corrupt, even crossing the line of full censorship on ALL channels and giving bad press to individuals who are not even involved directly in this situation. It is hard doing that through full censorship but the bright side is that people are always in the talks. In other words, things are out of control and I wish we had someone like the US president that would speak up and at the very least raise awareness.	-1
I'm not even american but I saw so many disses on the internet that I have to watch this	-1
Biden's slogan is “Build back together”	-1
Trump did nothing for healthcare.	-1
There is no way Donald Trump can protect the pre-existing conditions.None.0.	-1
Donald Trump is corrupt and terrible.	-1
Biden For America 🇺🇸	-1
The abounding winter consquentially interrupt because denim immunologically plant beneath a combative spain. understood, useful rub	-1
Joe Biden!😄	312
As a Ukrainian, all Trump said about Biden and his involvement is true.	-1
Hey there! Did you hear it? It's *C H I N A*	-1
When will the free press in this country begin to dismantle the myth that there is a moral equivalency between Republicans and Democrats in the United States?	-1
"The uh gentleman at 4:00 slipped and said ""not necessary"" instead of  ""not possible"".   People reveal their callousness whether they want to or not.  Ah, the one percent....."	-1
0:22 my love video :X.	-1
"Biden when trump speaking: 😁😏🤦
Trump when Biden speaking: 😙"	310
#MAGA	245
ရလဒ္ ကိုယ္တိုင္ သံးည ေပး မနွစ္ လံုး ေရးတူ စာဖတ္ရ အဓိက အဂၤလစ္ စတန္း ပိုင္ ေလး မ်က္နာ စဥ္းစား ရမွတ္ သူ က [ေဘး :÷±÷]ငါး မည္ရ ေရးသူ ေျပာသူ ကိုယ္တိုင္ မွာ ေသခ်ာ ေသာ့ဆရာ အဂၤလစ္ နံပတ္တစ္ ဆင္စာ သံုးသူ ကံုးလံုး တို့လအလံတစ္ရာ ပါ ပင္ေပါက္ မဲ့စား အက္နု အက္နု ေခ ဘဘ  ဏရဘ သူေနရမွာ လက္ကၡဏ ပံု နီေလးေထာင့္ ပံုစာ	12
psychopath	-1
"မဟုတ္ ရင္မေအး ဘူး ေရစာ သူ  အရပ္ မသိဘူးလား ဒီေလး ÷•…•±း€£
@.*================*
စာေရး သူ မွာျကား စာ  ျကည့္
¡÷±¢•©…•"	-1
ဒူ ဒီ့ စ ခ က်ာပိုင္ ထီ့နိုင္ နုိ့ အ ာ မဟုတ္ ဘူးလာ မွန္ မွား  ဆက္သြယ္ စား ရမယ္ ထင္တယ္ အ ားမ ွား စာ ဆေလ{[း=။=] }•©…	-1
အမည္ မသိ စနုိ ကာ ပစ္ရမယ္ထင္တယ္ တူတူ အ ာမး…±	12
His hand gestures is killing me and it's very annoying?	-1
1:50:00	216
Aaaaaaaaaahhhhh .	202
Billionaire and genius Jovan H. Pulitzer by far has shown in the simplest terms to Georgia Legislators, the strongest evidence of an organized crime syndicate in the US Government of both elected officials and government workers. Supported by the disgusting hell bound demonic lying criminal media. A complete conspiracy, like Joe Biden confessed on a live internet Interview that he and the democrat party have the most fraudulent campaign in US history. This engineering genius Jovan Pulitzer just showed how republican ballots were printed differently ( all across the US) to cause them to be rejected by the Ballot Scanners controlled by democrats and sent to adjudication machines operated by evil democrats working in secrecy and then switch from Trump to Biden while the evil democrats destroyed many of the original ballots. This is what the evidence shows; the democrats stealing an election and country with all its wealth and weapons with the power and stated intention to prosecute the opposing political party. Democrats boldly lie, , cheat , steal, bare false witness, point the finger with false charges while conspiring and doing the actual crime. Speaker Nancy and the democrats were falsely attacking President Trump saying he was forcing the US Post Office to do less and slower work on the delivery of voters ballots; while the entire time Speaker Nancy was as part of this proven conspiracy , just pointing away from different ballot markings on the Republican ballots versus the democrat ballots. That’s because Nancy’ s planned steal by mass adjudications, Nancy, the ballot designer, the printer, everyone that approved the ballots the Governors the Secretary of States, the Judges and so many people that saw or knew about the ballot templates (proofs) prior to printing and changing the the laws to cause universal unsolicited mass mail out ballots and changes in time and locations of voting,  along with Dominion were all in on the crime of the Century; but They got caught	-1
The equal society chronically miss because bee ectrodactyly mate for a careless desire. acid, righteous burma	-1
Trumps Hands: ✌🏽☝🏼✊🏾🤛🏿🤏🏻☝🏼👊🏼🤏🏻👋🏼☝🏼☝🏼👎🏻☝🏼👈🏼🤏🏻✌🏽🤙🏻👋🏼✌🏽✍🏻	205
"*chaotic debate and random interjecting*

16 M of people : interesting"	-1
I need everyone here to stop worrying about the election and focus on signing the petition to declare xrp a currency not a security. The SEC IS A JOKE.	-1
Debate starts after 26 minutes of video	118
I’m British, I heard it was funny,	-1
trump cant talk without his hands moving	-1
this debate is funny trump loves interrupting people	-1
Trump still wont show us his tax returns. lol	87
wow.	-1
24:18	216
"Trump has promoted a number of conspiracy theories that have lacked substance. These have included Barack Obama citizenship conspiracy theories from 2011. Known as ""birther"" theories, these allege that Barack Obama was not born in the United States.[64][65][66] In 2011, Trump took credit for pushing the White House to release Obama's ""long-form"" birth certificate, while raising doubt about its legitimacy,[67] and in 2016 admitted Obama was a natural-born citizen from Hawaii.[68] He later falsely stated that Hillary Clinton started the conspiracy theories. Pants on fire 🔥 
Trumpets r so dumb."	-1
100 million people watch the debate and 70 million people voted for Trump and you're telling me a hundred million people voted for Biden that would mean 70 million people did not watch the debate yeah right lol Donald Trump is my president	-1
Eeetum tharuvaai ootum tharuvai	186
The clammy trapezoid psychophysically pedal because clarinet meteorologically flood regarding a abaft ox. fuzzy , lying step-grandfather	-1
https://youtu.be/b5tV9bYEIcw	162
0:09 so sexy moment	-1
Every time the president try to speak about anything that lady Cuts him off	-1
two clowns.	178
Am glad trumps gone	-1
They should of have settle it in a boxing ring .	-1
Love you.	-1
Trump the bump pay your taxes	-1
STAND UP FOR TRUMP from sweden	-1
I'm from Los Angeles. It really was the most fake vote ever made in America. In the area where I live, everyone voted for Donald Trump and some did not even know Joe Biden. As far as I know, the same thing happened in the whole city. Whoever you asked said that Trump is the best prime minister who really cares about his people. Can anyone explain where the 76% number for biden in my area came from? The biden may not have received even 5 votes. What can I say ... Let me not forget that in the place where the voting took place, those who gave us ballot papers, shouted ALL BIDEN TO VOTE. What is this??? Maybe they did not want a man who supported us for covid 19 and said it as it really should. From what we know from acquaintances and friends in recent days, in many cities in America they did not even take out Trump's ballot. But if you did not vote, you would be fined. I know of another incident where the wife of a friend of mine in Washington, where they received a phone call last night threatening that if Biden did not come out with 32 votes more, HE WOULD LOSE HER JOB. The whole USA wanted Donald to be prime minister again. We know that a major fraud was committed against him.	-1
Joe Biden is not the President.  He has dementia and he needs to stop playing his games with the People of the United States.  Joe gets nothing done and his son is a crook.  Joes wife is not a doctor of medicine.  Time for Joe and his wife and his criminal son to face a trial and go to jail for their crimes.	-1
this is very funny, good job usa	-1
က်ြန္ေတာ္လစီစဥ္ ေပးထားတာဘည္ေလ အဆက္သြယ္ေကာင္းေအာင္ ျငင္စရာ မလို ကရင္တို့ေနထိုင္ရာလေမး အျပည့္အစံု စပါးကိုယ္တိုင္လုပ္ပါသည္ ဆန္စက္စပါးဆက္ ထုပ္ လုပ္ဖို့ရွိရင္ အေမရိကာမွာလဆယ္သြယ္ လို့ ရပါသည္ လူျကီး	12
Making a note for myself: 1:36:58	-1
omg TRUMP JUST LET BIDEN FREAKIN TALK STOP JUMPING IN . its soo not cool how when the person tells biden to talk trump JUMPS in and starts talking like just jeez give a chance for biden stop talking when he is. and i am so glad biden is right now a presedent bc i dont like how trump sad in his debate that I AM THE LAST RACEST PERSON. like come on that we can all agree on that he isnt true he always talks crap about black and muslim people. and i am muslim so that also means that he talked crap about me and i dont take that. so everyone that votes trump are rude just like him . i mean like jeez if u think about it he always talks crap isnt he sapost to be a presedent and make the world a better place but he isnt, all he dose is talk sh** about others instead of acting like a presedent like jeez. and biden is a very good man and hes kind and he acts like a presedent and dosent talk shi** about others so thank god hes the presedent	-1
I think Republicans and Democrats should be ashamed, anyone should have a free Health care system in the USA in  2021. We are talking about the USA, not a Third World country!!!	-1
"who’s here 2021?

⬇️"	-1
Donald Trump only tells lies.	223
Donald Trump is a liar.	223
Joe Biden will unify the nation.	-1
Joe Biden is honest and kind.	-1
Joe was roasted.	-1
shut up	-1
"Trump, Thank you everything!!  THANK YOU FOR FIGHTING FOR US!!! 
1- Thank you for the covid 19 vaccine.
2- Thank you for the greatest economy.
3- Thank you for border security and the wall.
4- Thank you destroying ISIS. 
5- Thank you the middle east peace deals.
6- Thank you for ending the endless wars in Iraq and Afg. and de-escalation N. Korea. 
7- Thank you for lowering the interest rates and lowering taxes.
8- Thank you for making china pay their fair share on the treads and not be their little puppet.
9- Thank you for prison reforms, funding black and minorities zones and colleges.
10- Thank you for bring jobs back to the US. 
And good luck America with sleepy nonsense Joe, The creep,  The Corrupt,  The Chinese little puppet, The race card player, been doing this 37 years and have not done a thing but play the blame game,  with Kamala Harris the fake lair!  who slept her way up the to office, This country is heading to some dark days...."	-1
"Anybody catch her call him Vice President Biden? Around 35:40 
Besides that, these guys have yet to actually answer any question. 

Is this seriously what ya'll have given yallselves? These yall choices huh... Thats sad. I mist say Ive never been one to dive into politics but curiosity has brought  me to this and WE ARE FUCKED."	-1
It's a shame that people event talk more about the actual debate and just joked about it even though it was the most reasonable and logical one 😕	-1
"Trump: ""I am the least racist person in this room""

Biden: ""Will you shut up man"""	-1
Also Biden:*laughing and smiling at trump*	-1
Biden:*looking away from trump Trump:*looking at Biden with bad faces*	-1
Does Biden know where he is?	-1
34:32 to 34:37 kristen welker laughs as trump claims joe biden stays in his basement	-1
When someone is asking you, what steps or action plans you’d be taking to solve the problems? All Joe does was criticizing trump. JOE BIDEN IS A JOKE.	-1
using bklack people betting one up against the other sad very very sad how much hate was brought about based on that BLM DRAMA should find something else to promote hate	-1
WHY ARE YOUR EYES SO BLUE WHEN THEY WAS BROWN IN @)!! DEBATES??????	-1
Any excuse will Do Joe BIden. but facts are facts You Do not Pray And you told your audience WE DONT NEED PRAYERS FROM THE WHITE HOUSE...Than deleted the tape ! YOU CANNOT DELETE IT FROM GOD ALMIGHTY OK GJMJ	-1
9min	-1
10/10	-1
Biden is so idiotic it blows my mind. He can barely make a sentence or think for himself	-1
Ouuah NASA	-1
Biden'$	331
My trump'$	-1
Trump is such a great president	-1
Pop'$	-1
Pop	-1
Talk to them Lord baby's	-1
By	-1
Looking good let's go Dolphins	-1
What's the show case guys	-1
"\\\\ ARE GEORGIA AND OTHER STATES UNDER GERRYMANDERING DARKNESS? //// Instead of clean election run inside well established county-borders, Gerrymandering people tilt election borders by their ""pre-selected"" racial and other known voting tendencies, as reportedly done at least in Georgia [YOU-tube, Mar 9, 2017],""'Washington,[127], Arizona,[128], California[129], [130] Rhode Island [131], New Jersey [132,133]"" - Wikipedia, and Oct 17, 2019, YOU-tube: ""The man who rigged America's election maps."" To avoid destabilizing tainting of future regimes, well established county borders should be used to remove doubts regarding the Nov-3-run to be compared with a clean general runoff. No time? WRONG. The original constitution: Four months post election date. as done over hundred years until president FDR changed it in 1932. Naturally some would object, but what is more important?..\\\\"	-1
"53:08
Heeeeeeell nah. I woulda been like... ""Uh...No excuse you bitch I was talking."""	-1
How does anyone support this dumbshit. Trump can kick rocks.	-1
Never had it	-1
Your uncles arguing at a party:	-1
"Yes, I do like when two men in the 70s argue, I do
I edited the comment coz I forgot the second comma"	-1
Why hasn’t anyone made a with health bars version of this	-1
https://youtu.be/2CHu2ck3RxQ	162
"Most words said 
Biden: Come on 
Trump: millions"	-1
The eight pollution premenstrually develop because gauge objectively sign abaft a well-off switch. dispensable, blue-eyed trouble	-1
See Gilberti vs CDC, et al - ends all Fake Coronavirus Pandemic from Smith-Mundt act and Federal Reserve, 50yrs of EPA and Tampa Central Command Terrorism w Rothschild Zionist all over NY, Florida, Hollywood and Israel w Greenberg Traurig Law .   https://dockets.justia.com/docket/california/cacdce/2:2020cv08251/794898	-1
"1:37:46 

Trump: I'm the least racist person in the room!

Me: Yeah the guy who says he wants to build a wall between Mexico and the U.S and ban Mexicans from the U.S"	66
"You can’t give 2 minutes for something very important. Give the candidates the chance to talk freely without interruption from the moderator. 
Better: the first candidate answer the question freely, the second too, and then open discussions and the moderator shouldn’t comment about anything or correct any person but only give questions. The moderator could prefer one over another using little phrases."	-1
"The donkey win
https://youtu.be/Otc3jJ3UO0E"	-1
People are arguing all over local social media's around the world on who is better Joe Biden or Donald Trump truth be told I think that Donald Trump was a horrible mistake and for the 2020 election there were two horrible people running for president so we had to vote for one and we choose Joe Biden and that's final Donald Trump can keep on arguing saying that the elections were rigged and everything but even if we were to have another election there is a very low possibility that Donald Trump would win so we should just wait until Joe Biden's reign to end to decide if he's a good president or not so let's not judge him when he has just became president ( A lot of people are gonna hate me for this (～￣▽￣)～ )	-1
Trump 2020	253
"ADD 4 PSYCHEDELICS  ON SNAP CHAT AT: psych_trip2000 
HI EVERYONE TODAY IS MY FIRST TIME TO TRY DMT. I BOUGHT 2 GRAMS FROM THIS PSYCHEDELIC PLUG 
YESTERDAY AND I AM HAPPY TO SHARE MY EXPERIENCE OUT IF YOU WANT TO TRY ADD THEM  ON SNAP 
CHAT AT: psych_trip2000      : psych_trip2000     Lsd, dmt, shrooms, ket, salvia , 2cb, 
mescaline, wax, weed, Codeine, carts, vapes and mdma. ADD THEM ON SNAP CHAT AT: psych_trip2000"	-1
https://www.youtube.com/watch?v=le0efGbtP3c&feature=youtu.be                                                                                                           Must watch -------------like -----------share	-1
Reporter biased against trump	-1
"This shit: is why the rest of the world is laughing at you. Your greedy, arrogant, patriotistic racism towards the world is shameful enough. But when you believe the words of the world government's bitches who are just on the stage quoting stone age history, thats when the rest of us understand why you guys are the dumbest. Why dont you try learn a few things from the East maybe it will make the obese nation built on genocide and rape ""great"" again. We are all slaves but if we side with the elite's attempt to use our obsession with patriotism then what? Then you have failed as a human being. A hungry family is a hungry family. Put the guns down and use your brains for once. Wake up and demand change you trigger happy money freaks. We cannot evolve if we dont aim to acknowledge that WE ARE ONE RACE. And creating a virus to send into China clearly wont work either"	-1
this is the best comedy show ive ever seen	-1
The only thing that's operation warp speed is Trump out of office!	-1
"I.WANT. CUM
 IN . MY THROATS🤤"	-1
we are so screwed a sleepy fool at the wheel	-1
is it Jyna  or China ?	23
"☐ Trump
☐ BIDEN
☐ Xavier
☑ Jesus"	-1
"Everyone reading the comments: 
Screw the important truth thats too much for my brain. Wheres all the meaningless, no spine no helping others, comfy comedy to make ME feel better baaa baaa baaaaa"	-1
im glad someone sees the obese nation for what it is. Its been tough but we have put the west in charge without thinking of the downside. And as soon as China starts gaining more power? Of course why else would america release a MAN MADE VIRUS OVER THERE.. so that once again we become trigger happy patriotic sheep hungry for a brand new war.. baaa baaa baaaa. PATRIOTISM IS KILLING YOU	-1
Im just here for the comments	177
Left foot stepers belmont	-1
https://www.washingtontimes.com/news/2020/sep/30/hunter-biden-burisma-payments-detailed-treasury-de/	-1
I don’t want a vaccine.	126
Bear tactic none option	-1
💔	-1
I have seen better high school debates than this.	-1
"Joe Biden: ""there are 1,000 deaths a day""
December 2020: ""Gotta pump those numbers up. Those are rookie numbers"""	-1
